Actual,Predicted
9.99,9.99
15.29,15.29
17.99,17.99
21.99,21.99
15.49,15.49
21.25,21.25
7.49,7.49
3.72,3.72
9.99,9.99
8.99,8.99
12.99,12.99
8.99,8.99
17.23,17.23
7.99,7.99
11.49,11.49
5.99,5.99
7.99,7.99
7.99,7.99
20.98,20.98
3.99,3.99
7.46,7.46
9.99,9.99
7.99,7.99
12.06,12.06
14.99,14.99
9.99,9.99
8.99,8.99
21.99,21.99
12.99,12.99
16.98,16.98
12.99,12.99
14.99,14.99
7.99,7.99
15.49,15.49
9.99,9.99
3.99,3.99
23.99,23.99
26.99,26.99
13.99,13.99
7.99,7.99
5.21,5.21
5.99,5.99
5.99,5.99
6.36,6.36
10.49,10.49
15.49,15.49
7.99,7.99
12.99,12.99
3.99,3.99
19.53,19.53
12.99,12.99
3.99,3.99
9.49,9.49
14.36,14.36
9.49,9.49
6.99,6.99
12.99,12.99
5.99,5.99
9.51,9.51
9.99,9.99
139.0,139.0
12.99,12.99
8.72,8.72
10.49,10.49
5.79,5.79
11.48,11.48
3.99,3.99
11.99,11.99
12.99,12.99
8.99,8.99
3.02,3.02
139.0,139.0
12.06,12.06
19.53,19.53
12.99,12.99
20.68,20.68
12.99,12.99
7.99,7.99
22.98,22.98
7.99,7.99
8.99,8.99
4.98,4.98
5.99,5.99
7.99,7.99
9.49,9.49
6.39,6.39
12.99,12.99
369.0,369.0
9.99,9.99
14.99,14.99
12.99,12.99
17.99,17.99
14.99,14.99
9.99,9.99
3.99,3.99
12.99,12.99
3.99,3.99
13.78,13.78
17.99,17.99
13.78,13.78
16.99,16.99
10.99,10.99
7.99,7.99
7.99,7.99
5.79,5.79
9.49,9.49
20.99,20.99
3.99,3.99
9.99,9.99
11.48,11.48
9.49,9.49
3.99,3.99
8.99,8.99
7.99,7.99
9.99,9.99
25.28,25.28
6.99,6.99
3.99,3.99
7.99,7.99
5.99,5.99
3.99,3.99
8.0,8.0
2.27,2.27
3.99,3.99
13.78,13.78
3.99,3.99
7.99,7.99
5.99,5.99
9.99,9.99
10.99,10.99
4.49,4.49
10.99,10.99
16.41,16.41
7.99,7.99
9.49,9.49
7.99,7.99
3.99,3.99
5.79,5.79
6.49,6.49
12.99,12.99
13.99,13.99
5.67,5.67
5.79,5.79
7.99,7.99
14.99,14.99
9.99,9.99
10.59,10.59
9.99,9.99
14.36,14.36
3.99,3.99
11.48,11.48
12.99,12.99
7.99,7.99
12.99,12.99
10.19,10.19
8.99,8.99
6.99,6.99
12.99,12.99
6.99,6.99
8.99,8.99
12.99,12.99
12.99,12.99
9.49,9.49
3.99,3.99
14.99,14.99
9.51,9.51
10.49,10.49
8.99,8.99
6.99,6.99
6.99,6.99
14.99,14.99
6.99,6.99
14.99,14.99
5.99,5.99
7.99,7.99
5.99,5.99
12.99,12.99
5.79,5.79
7.99,7.99
11.99,11.99
11.48,11.48
7.99,7.99
12.99,12.99
13.99,13.99
7.99,7.99
7.99,7.99
3.99,3.99
8.99,8.99
6.99,6.99
18.38,18.38
8.39,8.39
14.99,14.99
12.99,12.99
9.99,9.99
14.99,14.99
3.99,3.99
17.99,17.99
17.99,17.99
4.2,4.2
12.99,12.99
19.53,21.716
13.8,13.8
24.13,24.13
14.36,14.36
5.99,5.99
19.99,19.99
6.99,6.99
7.99,7.99
7.49,7.49
17.99,17.99
7.99,7.99
5.94,5.94
8.39,8.39
5.94,5.94
3.78,3.78
9.99,9.99
4.49,4.49
4.49,4.49
9.99,9.99
9.76,9.76
4.99,4.99
9.49,9.49
16.99,16.99
9.99,9.99
11.48,11.48
3.99,3.99
17.8,17.8
4.99,4.99
4.49,4.49
9.49,9.49
7.99,7.99
3.99,3.99
12.99,12.99
27.99,27.99
6.99,6.99
9.99,9.99
3.99,3.99
23.99,23.99
7.99,7.99
3.99,3.99
9.99,9.99
3.99,3.99
7.99,7.99
2.02,2.02
7.99,7.99
15.49,15.49
9.99,9.99
3.99,3.99
7.99,7.99
29.9,29.9
7.49,7.49
7.99,7.99
3.99,3.99
9.99,9.99
3.99,3.99
15.29,15.29
19.53,19.53
3.02,3.02
11.48,11.48
12.99,10.503
139.0,139.0
14.99,14.99
12.99,12.99
8.99,8.99
12.99,12.99
18.99,18.99
11.48,11.48
9.51,9.51
15.49,15.49
12.99,12.99
6.99,6.99
26.99,26.99
9.99,9.99
18.79,18.79
14.99,14.99
5.79,5.79
14.99,14.99
24.13,24.13
9.99,9.99
3.99,3.99
14.99,14.99
7.99,7.99
21.25,21.25
11.48,11.48
12.99,12.99
3.99,3.99
19.99,19.99
22.98,22.98
5.79,5.79
7.99,7.99
5.79,5.79
7.63,7.63
6.99,6.99
17.99,17.99
3.99,3.99
5.79,5.79
7.99,7.99
8.99,8.99
7.99,7.99
5.99,5.99
7.99,7.99
11.99,11.99
7.49,7.49
3.99,3.99
3.99,3.99
19.99,19.99
7.99,7.99
5.99,5.99
12.99,12.99
4.49,4.49
13.78,13.78
20.68,20.68
19.99,19.99
7.99,7.99
7.99,7.99
19.99,19.99
7.99,7.99
11.48,11.48
7.99,7.99
30.5,30.5
6.99,6.99
6.99,6.99
3.99,3.99
13.99,13.99
7.99,7.99
14.99,14.99
12.99,12.99
4.99,4.99
7.99,7.99
26.99,26.574
7.99,7.99
6.89,6.89
9.49,9.49
6.99,6.99
11.48,11.48
11.48,11.48
4.99,4.99
10.99,10.99
4.2,4.2
2.02,2.02
9.99,9.99
7.99,7.99
7.99,7.99
12.99,12.99
9.49,9.49
11.49,11.49
6.99,6.99
3.99,3.99
9.49,9.49
6.99,6.99
15.79,15.79
22.99,22.99
11.48,11.48
17.99,17.99
13.99,13.99
3.99,3.99
7.99,7.99
7.99,7.99
9.99,9.99
7.99,7.99
17.23,17.23
3.99,3.99
12.99,12.99
7.49,7.49
5.99,5.99
12.99,12.99
6.99,6.99
9.76,9.76
9.99,9.99
3.99,3.99
8.0,8.0
20.68,20.68
11.46,11.46
10.59,10.59
12.99,12.99
7.63,7.63
9.49,9.49
9.99,9.99
5.79,5.79
17.99,17.99
12.99,12.99
7.99,7.99
7.99,7.99
5.99,5.99
19.53,19.53
26.99,26.99
7.49,7.49
7.49,7.49
21.83,21.716
9.99,9.99
9.99,9.99
7.99,7.99
12.99,12.99
19.53,19.53
6.99,6.99
6.99,6.99
9.99,9.99
3.99,3.99
27.99,27.99
9.49,9.49
3.99,3.99
19.99,19.99
11.48,11.48
9.99,9.99
11.48,11.48
5.99,5.99
6.99,6.99
11.99,11.99
4.99,4.99
7.99,7.99
3.99,3.99
9.99,9.99
8.99,8.99
3.72,3.72
19.77,19.77
11.48,11.48
12.99,12.99
12.99,12.99
8.99,8.99
7.99,7.99
10.99,10.99
7.99,7.99
7.19,7.19
6.99,6.99
3.99,3.99
5.79,5.79
12.99,12.99
8.99,8.99
28.99,28.755
7.99,7.99
7.99,7.99
25.28,25.28
12.99,12.99
26.43,26.226
3.99,3.99
3.99,3.99
12.99,12.99
7.99,19.879
12.99,12.99
9.99,9.99
24.13,24.13
5.79,5.79
3.99,3.99
3.99,3.99
3.99,3.99
7.49,7.49
10.99,10.99
7.99,7.99
1.52,1.52
9.99,9.99
3.99,3.99
25.28,25.28
7.99,7.99
20.98,20.98
5.79,5.79
8.72,8.72
3.99,3.99
19.99,19.99
7.99,7.99
3.02,3.02
7.99,7.99
3.02,3.02
12.99,12.99
12.06,12.06
11.48,11.48
12.06,12.06
14.99,14.99
12.99,12.99
14.36,14.36
3.99,3.99
26.99,26.99
12.99,12.99
19.53,19.53
3.23,3.23
7.99,7.99
25.28,25.28
8.99,8.99
3.99,3.99
5.99,5.99
7.99,7.99
13.78,13.78
19.99,19.879
6.89,6.89
5.67,5.67
5.79,5.79
7.99,7.99
7.49,7.49
3.99,3.99
17.23,17.23
12.99,12.99
12.99,12.99
7.99,7.99
6.39,6.39
24.13,24.13
17.89,17.89
7.49,7.49
22.99,22.99
14.99,14.99
9.99,9.99
3.99,3.99
11.48,11.48
7.99,10.503
13.78,13.78
3.99,3.99
6.99,6.99
12.99,12.99
9.49,9.49
14.99,14.99
12.99,12.99
7.63,7.63
9.99,9.99
2.9,2.9
26.99,26.574
9.49,9.49
9.99,9.99
3.99,3.99
8.99,8.99
12.99,12.99
7.49,7.49
12.99,12.99
26.43,26.226
7.49,7.49
7.99,7.99
12.99,12.99
7.49,7.49
27.99,27.99
10.49,10.49
7.99,7.99
14.99,14.99
12.99,12.99
5.99,5.99
3.99,3.99
19.99,19.99
10.99,10.99
15.79,15.79
5.99,5.99
12.99,12.99
20.68,20.68
12.99,12.99
3.99,3.99
12.99,12.99
9.49,9.49
3.99,3.99
5.99,5.99
12.99,12.99
7.99,7.99
14.99,14.99
12.99,12.99
6.99,6.99
7.99,7.99
7.99,7.99
5.79,5.79
3.99,3.99
12.99,12.99
12.99,12.99
6.99,6.99
7.49,7.49
13.78,13.78
12.99,12.99
8.39,8.39
9.49,9.49
7.49,7.49
7.99,7.99
11.48,11.48
20.68,20.68
11.99,11.99
7.99,7.99
7.99,7.99
12.99,12.99
25.28,25.28
6.99,6.99
3.99,3.99
9.99,9.99
6.99,6.99
8.99,8.99
24.13,24.13
13.99,13.99
12.99,12.99
5.99,5.99
12.99,12.99
7.99,7.99
7.49,7.49
4.98,4.98
10.49,10.49
15.49,15.49
17.8,17.8
11.48,10.121
12.99,12.99
12.99,12.99
7.99,7.99
14.99,14.99
12.99,12.99
17.99,17.99
14.99,14.99
7.99,7.99
9.49,9.49
7.99,7.99
12.99,12.99
3.99,3.99
13.99,13.99
12.99,12.99
7.99,7.99
7.49,7.49
9.99,9.99
9.49,9.49
11.48,11.48
9.99,9.99
4.49,4.49
12.99,12.99
3.99,3.99
5.99,5.99
12.99,12.99
12.99,12.99
7.99,7.99
5.79,5.79
19.44,19.44
12.99,12.99
6.99,6.99
7.99,7.99
12.06,12.06
11.99,11.99
5.99,5.99
3.99,3.99
3.99,3.99
11.48,11.48
6.99,6.99
7.99,7.99
10.19,10.19
26.43,26.226
7.49,7.49
7.99,7.99
12.99,12.99
12.99,12.99
12.06,12.06
12.99,12.99
2.02,2.02
12.99,12.99
17.99,17.99
12.99,12.99
19.99,19.99
9.99,9.99
4.49,4.49
6.99,6.99
10.99,10.99
9.99,9.99
6.99,6.99
5.79,5.79
12.99,12.99
3.99,3.99
3.99,3.99
3.99,3.99
6.99,6.99
3.99,3.99
9.99,9.99
9.49,9.49
7.99,7.99
13.99,13.99
9.99,9.99
7.99,7.99
17.23,17.23
13.98,13.98
12.99,12.99
9.49,9.49
3.99,3.99
7.99,7.99
12.99,12.99
24.5,24.5
3.99,3.99
5.99,5.99
13.99,13.99
3.99,3.99
7.99,7.99
9.49,9.49
7.49,7.49
3.99,3.99
12.99,12.99
11.48,11.48
19.99,19.879
12.06,12.06
12.99,12.99
7.99,7.99
12.99,12.99
12.99,12.99
7.99,7.99
2.02,2.02
24.5,24.5
6.99,6.99
4.99,4.99
21.99,21.99
10.99,10.99
7.99,7.99
6.99,6.99
3.99,3.99
5.99,5.99
7.99,7.99
6.99,6.99
9.99,9.99
7.99,7.99
5.79,5.79
7.49,7.49
7.99,7.99
14.99,14.99
19.77,19.77
7.99,7.99
4.49,4.49
6.89,6.89
14.99,14.99
2.02,2.02
7.99,7.99
7.99,7.99
7.99,7.99
9.99,9.99
21.25,21.25
7.99,7.99
8.72,8.72
10.19,10.19
2.9,2.9
13.8,13.8
7.99,7.99
14.99,14.99
8.99,8.99
12.99,12.99
17.99,17.99
4.49,4.49
25.28,25.28
4.49,4.49
12.99,12.99
4.2,4.2
3.99,3.99
19.44,19.44
3.99,3.99
5.94,5.94
3.99,3.99
9.99,9.99
7.49,7.49
9.99,9.99
9.49,9.49
14.99,14.99
7.99,7.99
12.99,12.99
9.99,9.99
9.99,9.99
3.99,3.99
7.99,7.99
8.99,8.99
7.99,7.99
7.49,7.49
7.99,7.99
12.99,12.99
3.99,3.99
12.99,12.99
7.49,7.49
13.78,13.78
26.99,26.99
9.99,9.99
6.99,6.99
4.99,4.99
10.49,10.49
6.49,6.49
4.99,4.99
14.36,14.36
12.99,12.99
12.99,12.99
17.89,17.89
12.99,12.99
14.36,14.36
7.99,7.99
12.99,12.99
6.99,6.99
13.99,13.99
9.49,9.49
24.13,24.13
6.99,6.99
12.99,12.99
9.99,9.99
19.99,19.99
19.44,19.44
7.49,7.49
3.99,3.99
3.99,3.99
9.99,9.99
12.99,10.503
7.99,7.99
3.72,3.72
10.99,10.99
9.99,9.99
6.99,6.99
9.99,9.99
12.99,12.99
16.41,16.41
2.27,2.27
4.99,4.99
13.99,13.99
17.99,17.99
6.59,6.59
18.79,18.79
5.99,5.99
7.99,7.99
3.99,3.99
3.99,3.99
9.99,9.99
12.99,12.99
12.99,12.99
12.99,12.99
33.99,33.819
9.99,9.99
8.72,8.72
29.32,29.32
6.99,6.99
3.99,3.99
11.48,11.48
6.99,6.99
24.13,24.13
3.99,3.99
17.99,17.99
12.99,12.99
11.48,11.48
6.99,6.99
29.32,29.32
10.49,10.49
7.49,7.49
3.99,3.99
3.99,3.99
3.99,3.99
13.78,13.78
16.99,16.99
12.99,12.99
9.99,9.99
17.8,17.8
7.99,7.99
3.78,3.78
6.36,6.36
12.99,12.99
27.99,27.99
13.27,13.27
7.99,7.99
9.99,9.99
12.99,12.99
6.99,6.99
24.41,24.41
9.99,9.99
12.99,12.99
24.13,24.13
12.06,12.06
29.9,29.9
9.99,9.99
29.9,29.9
5.99,5.99
11.48,11.48
9.49,9.49
13.99,13.99
7.49,7.49
22.99,22.99
3.99,3.99
5.99,5.99
3.99,3.99
9.99,9.99
5.99,5.99
9.1,9.1
12.99,12.99
22.98,22.98
5.79,5.79
5.67,5.67
6.99,6.99
9.99,9.99
10.58,10.58
8.99,8.99
14.36,14.36
9.99,9.99
9.99,9.99
22.98,22.98
12.99,12.99
7.99,7.99
11.48,11.48
12.99,12.99
9.99,9.99
7.99,7.99
4.09,4.09
20.68,20.68
14.36,14.36
7.49,7.49
2.5,2.5
25.28,25.28
2.02,2.02
9.99,9.99
3.72,3.72
24.41,24.41
11.48,11.48
14.99,14.99
5.79,5.79
4.49,4.49
7.99,7.99
20.68,20.68
9.49,9.49
12.56,12.56
8.99,8.99
5.99,5.99
7.49,7.49
12.99,12.99
9.49,9.49
12.99,12.99
7.99,7.99
16.41,16.41
8.0,8.0
9.49,9.49
9.99,9.99
6.99,6.99
8.72,8.72
6.99,6.99
19.99,19.879
17.99,17.99
14.36,14.36
7.99,7.99
369.0,369.0
11.99,11.99
2.5,2.5
12.99,12.99
6.99,6.99
24.13,24.13
5.99,5.99
12.56,12.56
4.99,4.99
3.99,3.99
13.99,13.99
9.49,9.49
9.99,9.99
7.99,7.99
4.49,4.49
24.13,24.13
12.99,12.99
3.99,3.99
3.99,3.99
7.99,7.99
17.99,17.99
19.77,19.77
16.41,16.41
9.99,9.99
12.99,10.503
7.99,7.99
9.99,9.99
7.99,7.99
3.23,3.23
2.5,2.5
10.49,10.49
15.99,15.99
7.99,7.99
6.99,6.99
13.98,13.98
9.99,9.99
11.48,11.48
12.99,12.99
5.99,5.99
13.78,13.78
7.49,7.49
14.99,14.99
6.99,6.99
9.99,9.99
8.39,8.39
16.98,16.98
3.99,3.99
9.99,9.99
14.99,14.99
7.99,7.99
12.99,12.99
25.28,25.28
7.99,7.99
7.49,7.49
9.99,9.99
9.99,9.99
26.99,26.99
11.48,11.48
12.99,12.99
9.99,9.99
12.99,12.99
8.72,8.72
12.99,12.99
13.99,13.99
9.99,9.99
33.99,33.819
17.99,17.99
25.28,25.28
21.99,21.99
28.99,28.755
12.99,12.99
6.36,6.36
20.99,20.99
8.99,8.99
12.99,12.99
12.99,12.99
11.99,11.99
6.99,6.99
24.13,24.13
4.49,4.49
9.49,9.49
4.49,4.49
19.99,19.99
20.68,20.68
13.78,13.78
7.49,7.49
8.99,8.99
9.99,9.99
7.99,7.99
9.99,9.99
7.99,7.99
16.99,16.99
12.99,12.99
11.48,11.48
7.99,7.99
19.99,19.879
3.99,3.99
7.99,7.99
17.23,17.23
13.78,13.78
3.99,3.99
4.49,4.49
8.99,8.99
15.29,15.29
6.99,6.99
19.99,19.99
6.59,6.59
11.48,11.48
11.99,11.99
6.99,6.99
7.99,7.99
12.99,10.503
5.79,5.79
24.13,24.13
3.99,3.99
9.99,9.99
3.99,3.99
12.56,12.56
9.49,9.49
12.99,12.99
9.76,9.76
20.68,20.68
5.94,5.94
11.48,11.48
12.99,12.99
13.78,13.78
7.99,7.99
30.5,30.5
19.99,19.99
6.99,6.99
8.99,8.99
7.99,7.99
24.5,24.5
9.99,9.99
3.99,3.99
7.99,7.99
12.99,10.503
4.49,4.49
3.99,3.99
5.99,5.99
4.99,4.99
6.99,6.99
6.99,6.99
29.32,29.32
11.48,11.48
7.99,7.99
3.99,3.99
29.9,29.9
3.99,3.99
7.99,7.99
11.48,11.48
12.99,12.99
3.99,3.99
7.99,7.99
7.99,7.99
4.49,4.49
28.99,28.755
14.99,14.99
12.99,12.99
11.48,11.48
13.78,13.78
7.49,7.49
3.02,3.02
22.99,22.99
26.99,26.99
9.49,9.49
11.99,11.99
3.99,3.99
7.99,7.99
8.0,8.0
12.99,12.99
12.99,12.99
4.99,4.99
4.49,4.49
7.49,7.49
7.99,7.99
19.53,19.53
10.99,10.99
12.99,12.99
5.79,5.79
10.59,10.59
12.99,12.99
16.98,16.98
13.78,13.78
12.99,12.99
20.68,20.68
12.99,12.99
25.28,25.28
15.49,15.49
12.99,12.99
12.56,12.56
9.76,9.76
12.99,12.99
11.99,11.99
7.49,7.49
10.59,10.59
5.79,5.79
3.99,3.99
5.99,5.99
3.99,3.99
29.9,29.9
30.5,30.5
7.99,7.99
13.99,13.99
14.36,14.36
6.99,6.99
6.99,6.99
6.99,6.99
12.99,12.99
13.78,13.78
8.72,8.72
7.99,7.99
5.99,5.99
3.99,3.99
17.99,17.99
7.99,7.99
7.99,7.99
4.09,4.09
11.48,11.48
7.99,7.99
3.99,3.99
7.99,7.99
12.99,12.99
8.72,8.72
3.99,3.99
4.49,4.49
12.99,12.99
7.99,7.99
12.99,12.99
7.49,7.49
7.99,7.99
7.49,7.49
17.8,17.8
6.99,6.99
14.99,14.99
14.99,14.99
9.49,9.49
7.99,7.99
8.99,8.99
9.99,9.99
11.49,11.49
7.99,7.99
21.99,21.99
24.13,24.13
26.99,26.99
11.48,11.48
3.99,3.99
17.23,17.23
11.48,11.48
9.99,9.99
26.43,26.226
16.41,16.41
14.99,14.99
21.25,21.25
16.99,16.99
9.99,9.99
9.76,9.76
8.99,8.99
7.49,7.49
7.49,7.49
26.99,26.99
6.39,6.39
13.99,13.99
20.68,20.68
12.99,12.99
12.99,12.99
8.99,8.99
3.72,3.72
7.99,7.99
22.98,22.98
7.99,7.99
12.99,12.99
11.99,11.99
3.99,3.99
7.99,7.99
12.99,12.99
7.99,7.99
12.99,12.99
2.5,2.5
12.99,12.99
7.99,7.99
12.99,12.99
17.8,17.8
7.49,7.49
7.99,7.99
5.79,5.79
20.68,20.68
6.99,6.99
7.99,7.99
9.99,9.99
13.78,13.78
12.99,12.99
7.99,7.99
7.46,7.46
7.99,7.99
22.98,22.98
13.99,13.99
27.99,27.99
17.99,17.99
7.99,7.99
16.99,16.99
12.99,12.99
7.49,7.49
21.99,21.99
7.99,7.99
7.99,7.99
10.19,10.19
7.99,7.99
7.99,7.99
6.99,6.99
4.49,4.49
12.99,12.99
9.49,9.49
21.99,21.99
7.49,7.49
5.79,5.79
14.99,14.99
6.99,6.99
7.99,7.99
8.99,8.99
7.99,7.99
14.99,14.99
7.99,7.99
12.99,12.99
9.99,9.99
9.99,9.99
9.99,9.99
7.49,7.49
20.68,20.68
9.99,9.99
11.48,11.48
5.94,5.94
7.99,7.99
12.99,12.99
4.49,4.49
11.48,11.48
6.99,6.99
7.99,7.99
7.99,7.99
6.99,6.99
3.99,3.99
12.99,12.99
17.99,17.99
11.49,11.49
9.99,9.99
13.8,13.8
14.99,14.99
5.79,5.79
11.48,11.48
5.21,5.21
9.49,9.49
6.99,6.99
7.99,7.99
9.99,9.99
7.99,7.99
9.99,9.99
4.49,4.49
11.48,10.121
14.99,14.99
9.99,9.99
19.44,19.44
6.99,6.99
18.38,18.38
15.49,15.49
7.99,7.99
8.99,8.99
3.99,3.99
3.99,3.99
7.49,7.49
7.99,7.99
7.49,7.49
12.99,12.99
9.99,9.99
2.9,2.9
18.38,18.38
24.13,24.13
7.99,7.99
12.99,12.99
3.99,3.99
12.99,12.99
8.99,8.99
6.99,6.99
5.79,5.79
4.49,4.49
12.06,12.06
17.99,17.99
9.99,9.99
13.99,13.99
22.98,22.98
14.99,14.99
9.49,9.49
9.99,9.99
12.99,12.99
15.79,15.79
26.99,26.574
9.99,9.99
8.99,8.99
14.36,14.36
7.49,7.49
9.99,9.99
22.98,26.226
17.99,17.99
6.99,6.99
369.0,369.0
26.43,26.226
3.78,3.78
9.99,9.99
3.78,3.78
139.0,139.0
11.99,11.99
9.49,9.49
19.53,19.53
9.99,9.99
10.19,10.19
10.59,10.59
9.99,9.99
6.99,6.99
7.99,7.99
3.99,3.99
12.99,12.99
7.99,7.99
8.0,8.0
7.49,7.49
8.99,8.99
1.52,1.52
6.99,6.99
9.99,9.99
9.99,9.99
5.99,5.99
4.98,4.98
9.99,9.99
9.99,9.99
17.23,17.23
5.79,5.79
7.99,7.99
5.99,5.99
21.83,21.716
6.99,6.99
10.49,10.49
14.99,14.99
7.99,10.503
9.49,9.49
9.99,9.99
14.99,14.99
2.5,2.5
12.99,12.99
9.49,9.49
11.48,11.48
12.99,12.99
7.99,7.99
3.72,3.72
7.99,7.99
14.99,14.99
12.99,12.99
15.99,15.99
12.99,12.99
13.78,13.78
12.56,12.56
19.99,19.99
11.48,11.48
9.51,9.51
12.99,12.99
3.99,3.99
19.44,19.44
17.99,17.99
5.79,5.79
10.49,10.49
12.99,12.99
14.99,14.99
14.99,14.99
4.49,4.49
3.99,3.99
7.99,7.99
11.48,11.48
13.99,13.99
27.99,27.99
12.99,12.99
8.99,8.99
3.99,3.99
19.99,19.99
12.99,12.99
7.99,7.99
9.99,9.99
8.39,8.39
12.99,12.99
3.99,3.99
13.78,13.78
7.99,7.99
9.49,9.49
3.02,3.02
7.99,7.99
9.99,9.99
10.59,10.59
7.99,7.99
12.99,12.99
18.38,18.38
7.99,7.99
7.99,7.99
22.98,22.98
6.49,6.49
6.36,6.36
8.99,8.99
7.99,7.99
9.76,9.76
5.79,5.79
1.52,1.52
139.0,139.0
8.99,8.99
3.99,3.99
12.99,12.99
6.99,6.99
12.99,12.99
11.49,11.49
19.53,19.53
10.49,10.49
13.27,13.27
7.99,7.99
3.02,3.02
13.8,13.8
9.99,9.99
11.48,11.48
4.49,4.49
10.59,10.59
9.99,9.99
7.99,7.99
9.49,9.49
15.29,15.29
9.99,9.99
3.99,3.99
9.99,9.99
13.99,13.99
5.99,5.99
7.99,7.99
12.99,12.99
6.99,6.99
14.99,14.99
9.99,9.99
24.13,24.13
9.99,9.99
19.99,19.99
18.99,18.99
3.99,3.99
9.99,9.99
7.99,7.99
12.24,12.24
12.99,12.99
19.53,19.53
20.68,20.68
13.99,13.99
6.99,6.99
4.49,4.49
7.99,7.99
4.49,4.49
7.99,7.99
12.99,12.99
17.23,17.23
14.99,14.99
19.53,19.53
13.99,13.99
9.99,9.99
3.99,3.99
12.99,12.99
15.29,15.29
5.21,5.21
9.1,9.1
3.99,3.99
9.99,9.99
8.03,10.121
21.99,21.99
269.0,269.0
16.98,16.98
7.99,7.99
7.99,7.99
12.99,12.99
12.99,12.99
26.99,26.99
1.52,1.52
11.48,11.48
17.23,17.23
19.53,19.53
6.99,6.99
6.99,6.99
10.49,10.49
8.72,8.72
9.99,9.99
7.49,7.49
6.36,6.36
5.79,5.79
7.99,7.99
9.49,9.49
9.99,9.99
19.99,19.99
14.99,14.99
13.8,13.8
9.49,9.49
12.99,12.99
6.99,6.99
9.99,9.99
3.02,3.02
2.9,2.9
13.78,13.78
24.41,24.41
7.99,7.99
13.99,13.99
3.99,3.99
9.99,9.99
12.99,12.99
7.99,7.99
3.99,3.99
19.99,19.99
17.23,17.23
21.83,21.716
10.49,10.49
4.2,4.2
19.53,19.53
4.99,4.99
25.28,25.28
26.99,26.99
17.89,17.89
2.02,2.02
7.19,7.19
9.49,9.49
19.44,19.44
3.99,3.99
11.49,11.49
17.99,17.99
12.06,12.06
13.99,13.99
7.99,7.99
11.48,11.48
2.5,2.5
15.29,15.29
8.99,8.99
5.99,5.99
22.99,22.99
30.5,30.5
3.99,3.99
7.99,7.99
15.29,15.29
5.99,5.99
6.99,6.99
6.36,6.36
5.21,5.21
6.49,6.49
5.99,5.99
369.0,369.0
18.99,18.99
3.99,3.99
13.98,13.98
18.99,18.99
9.99,9.99
13.99,13.99
10.99,10.99
5.79,5.79
10.99,10.99
27.99,27.99
9.99,9.99
3.99,3.99
8.99,8.99
7.99,7.99
7.99,7.99
7.99,7.99
15.79,15.79
14.99,14.99
12.99,12.99
9.99,9.99
6.99,6.99
12.56,12.56
4.49,4.49
8.99,8.99
7.99,7.99
7.99,7.99
7.99,7.99
9.99,9.99
24.5,24.5
6.49,6.49
9.99,9.99
12.99,10.503
7.99,7.99
20.68,20.68
26.99,26.99
21.99,21.99
22.98,22.98
13.27,13.27
3.99,3.99
7.49,7.49
5.79,5.79
369.0,369.0
3.99,3.99
4.49,4.49
7.99,7.99
7.49,7.49
5.99,5.99
9.99,9.99
7.99,7.99
19.53,19.53
11.49,11.49
9.99,9.99
6.99,6.99
24.5,24.5
12.99,12.99
13.98,13.98
3.99,3.99
6.99,6.99
6.99,6.99
10.49,10.49
8.72,8.72
6.99,6.99
6.99,6.99
7.99,7.99
3.23,3.23
11.48,11.48
11.49,11.49
12.99,12.99
19.99,19.879
6.99,6.99
7.99,7.99
7.99,7.99
6.99,6.99
5.99,5.99
8.99,8.99
14.99,14.99
12.99,12.99
7.99,7.99
7.99,7.99
7.99,7.99
12.99,12.99
3.99,3.99
5.21,5.21
3.99,3.99
26.99,26.574
25.28,25.28
9.99,9.99
12.99,12.99
7.99,7.99
29.32,29.32
369.0,369.0
11.99,11.99
3.99,3.99
13.27,13.27
13.99,13.99
19.99,19.99
12.99,12.99
12.99,12.99
12.99,12.99
26.99,26.574
9.99,9.99
10.99,10.99
6.99,6.99
16.41,16.41
13.99,13.99
6.99,6.99
17.99,17.99
8.72,8.72
19.99,19.99
3.99,3.99
6.99,6.99
9.99,9.99
9.99,9.99
6.36,6.36
12.99,12.99
8.99,8.99
7.49,7.49
12.99,12.99
21.83,21.716
14.99,14.99
12.99,10.503
17.99,17.99
9.99,9.99
3.99,3.99
269.0,269.0
11.46,11.46
19.77,19.77
139.0,139.0
6.99,6.99
18.79,18.79
9.99,9.99
12.99,12.99
16.41,16.41
3.99,3.99
17.99,17.99
7.99,7.99
21.25,21.25
6.99,6.99
7.99,7.99
19.99,19.99
4.49,4.49
9.99,9.99
18.38,18.38
9.49,9.49
11.48,11.48
20.68,20.68
3.99,3.99
5.99,5.99
5.79,5.79
26.99,26.99
7.99,7.99
7.99,7.99
9.99,9.99
7.99,7.99
10.58,10.58
5.99,5.99
11.49,11.49
7.46,7.46
3.23,3.23
6.99,6.99
9.99,9.99
3.99,3.99
6.99,6.99
7.99,7.99
9.99,9.99
12.99,12.99
3.23,3.23
9.99,9.99
4.49,4.49
6.59,6.59
9.99,9.99
12.99,12.99
7.99,7.99
2.27,2.27
11.48,11.48
12.56,12.56
11.48,11.48
11.48,11.48
11.48,11.48
6.99,6.99
6.49,6.49
20.99,20.99
6.99,6.99
3.99,3.99
139.0,139.0
20.68,20.68
10.99,10.99
7.99,7.99
7.49,7.49
