Actual,Predicted
7.49,7.49
9.99,9.99
6.99,6.99
25.28,25.28
12.99,12.99
14.99,14.99
7.99,7.99
11.48,11.48
7.99,7.99
6.99,6.99
9.49,9.49
9.99,9.99
3.99,3.99
6.99,6.99
12.56,12.56
9.99,9.99
13.27,13.27
6.49,6.49
7.49,7.49
9.99,9.99
3.99,3.99
3.99,3.99
3.99,3.99
7.99,7.99
30.5,30.5
3.99,3.99
12.99,12.99
12.99,12.99
8.99,8.99
26.99,26.99
26.99,26.574
8.99,8.99
7.49,7.49
139.0,139.0
9.99,9.99
12.99,12.99
7.99,7.99
9.99,9.99
16.99,16.99
3.99,3.99
7.19,7.19
7.99,7.99
9.99,9.99
25.28,25.28
7.49,7.49
3.99,3.99
5.99,5.99
7.99,10.503
7.99,7.99
6.89,6.89
19.44,19.44
9.49,9.49
12.99,12.99
3.99,3.99
3.99,3.99
7.99,7.99
13.78,13.78
9.99,9.99
7.99,7.99
20.98,20.98
12.99,12.99
9.49,9.49
9.51,9.51
9.99,9.99
3.99,3.99
12.99,12.99
6.39,6.39
6.99,6.99
7.99,7.99
12.56,12.56
10.59,10.59
7.46,7.46
6.99,6.99
4.49,4.49
12.99,12.99
12.99,12.99
17.99,17.99
13.99,13.99
5.99,5.99
3.99,3.99
7.99,7.99
3.99,3.99
12.99,12.99
12.99,12.99
26.99,26.99
3.99,3.99
20.68,20.68
15.49,15.49
9.99,9.99
7.99,7.99
6.99,6.99
8.99,8.99
17.23,17.23
9.49,9.49
7.99,7.99
7.99,7.99
18.99,18.99
12.99,12.99
7.49,7.49
19.53,19.53
7.49,7.49
7.99,7.99
7.99,7.99
6.99,6.99
3.23,3.23
29.9,29.9
12.99,12.99
9.99,9.99
9.99,9.99
12.99,10.503
7.99,7.99
7.99,7.99
7.99,7.99
9.99,9.99
10.58,10.58
15.49,15.49
9.49,9.49
10.19,10.19
24.5,24.5
7.49,7.49
12.24,12.24
17.23,17.23
6.99,6.99
9.99,9.99
12.99,12.99
6.36,6.36
7.49,7.49
9.49,9.49
29.32,29.32
6.99,6.99
14.99,14.99
4.49,4.49
3.99,3.99
3.99,3.99
12.99,12.99
7.99,7.99
12.99,12.99
11.49,11.49
9.99,9.99
7.99,7.99
25.28,25.28
3.99,3.99
3.99,3.99
4.49,4.49
14.99,14.99
13.78,13.78
7.99,7.99
9.99,9.99
7.99,7.99
13.27,13.27
15.29,15.29
3.99,3.99
7.99,7.99
11.49,11.49
33.99,33.819
6.99,6.99
7.99,7.99
13.99,13.99
7.99,7.99
6.49,6.49
3.99,3.99
3.99,3.99
12.06,12.06
7.99,7.99
4.99,4.99
13.99,13.99
3.99,3.99
11.48,11.48
14.99,14.99
21.83,21.716
33.99,33.819
12.99,12.99
12.99,12.99
19.53,19.53
9.76,9.76
10.99,10.99
12.99,12.99
7.99,7.99
5.21,5.21
15.99,15.99
12.99,12.99
7.99,7.99
7.99,7.99
16.41,16.41
4.2,4.2
21.99,21.99
9.49,9.49
11.99,11.99
12.99,12.99
7.49,7.49
9.99,9.99
14.99,14.99
12.99,12.99
7.99,7.99
11.99,11.99
18.99,18.99
6.99,6.99
13.99,13.99
3.99,3.99
15.49,15.49
10.49,10.49
5.99,5.99
10.99,10.99
7.99,7.99
9.99,9.99
5.79,5.79
17.99,17.99
11.49,11.49
7.99,7.99
7.99,7.99
3.23,3.23
7.99,7.99
6.99,6.99
3.99,3.99
5.21,5.21
4.49,4.49
21.25,21.25
7.99,7.99
0.81,0.995
6.99,6.99
7.99,7.99
19.53,19.53
6.99,6.99
22.98,22.98
169.0,169.0
3.99,3.99
15.99,15.99
3.99,3.99
9.99,9.99
7.99,7.99
7.99,7.99
14.99,14.99
7.49,7.49
3.99,3.99
17.8,17.8
3.99,3.99
5.99,5.99
7.99,7.99
7.99,7.99
6.39,6.39
169.0,169.0
3.99,3.99
13.98,13.98
9.99,9.99
12.99,12.99
11.48,11.48
7.99,7.99
23.99,23.99
12.99,12.99
11.48,11.48
21.25,21.25
8.99,8.99
4.49,4.49
11.48,11.48
9.49,9.49
12.99,12.99
9.99,9.99
13.99,13.99
12.99,12.99
14.99,14.99
10.99,10.99
9.99,9.99
17.99,17.99
17.99,17.99
3.99,3.99
11.48,11.48
21.99,21.99
6.39,6.39
10.49,10.49
15.49,15.49
9.99,9.99
16.98,16.98
5.79,5.79
21.99,21.99
10.99,10.99
12.99,12.99
3.99,3.99
3.99,3.99
1.52,1.52
13.78,13.78
3.02,3.02
20.98,20.98
7.99,7.99
21.99,21.99
13.98,13.98
14.99,14.99
17.23,17.23
14.99,14.99
5.79,5.79
11.99,11.99
9.51,9.51
9.99,9.99
17.99,17.99
9.99,9.99
7.99,7.99
12.99,12.99
9.49,9.49
5.99,5.99
9.99,9.99
21.99,21.99
12.99,12.99
14.99,14.99
4.09,4.09
7.49,7.49
12.99,12.99
7.99,7.99
6.36,6.36
11.48,11.48
9.49,9.49
5.99,5.99
11.99,11.99
7.99,7.99
7.99,7.99
5.79,5.79
3.99,3.99
17.99,17.99
5.79,5.79
6.99,6.99
10.99,10.99
4.99,4.99
7.99,7.99
30.5,30.5
7.99,7.99
10.49,10.49
5.79,5.79
4.49,4.49
17.8,17.8
3.99,3.99
18.99,18.99
10.99,10.99
3.99,3.99
9.99,9.99
7.99,7.99
9.49,9.49
3.99,3.99
14.99,14.99
6.99,6.99
9.49,9.49
19.99,19.99
9.99,9.99
6.99,6.99
6.99,6.99
9.99,9.99
3.99,3.99
12.99,12.99
12.99,12.99
3.99,3.99
12.99,12.99
3.99,3.99
9.49,9.49
8.99,8.99
19.53,19.53
26.99,26.574
12.99,12.99
16.98,16.98
9.99,9.99
7.99,7.99
20.98,20.98
4.49,4.49
4.49,4.49
23.99,23.99
8.99,8.99
14.36,14.36
7.99,7.99
12.99,12.99
9.99,9.99
19.99,19.99
12.99,12.99
10.49,10.49
25.28,25.28
6.36,6.36
7.99,7.99
6.99,6.99
12.99,12.99
7.99,7.99
18.99,18.99
10.49,10.49
3.99,3.99
4.49,4.49
369.0,369.0
15.49,15.49
12.99,12.99
9.99,9.99
3.99,3.99
12.56,12.56
3.99,3.99
5.79,5.79
7.99,7.99
8.99,8.99
5.99,5.99
9.99,9.99
3.99,3.99
11.48,11.48
9.99,9.99
5.99,5.99
7.99,7.99
7.99,7.99
12.99,12.99
12.99,12.99
12.99,12.99
12.99,12.99
19.99,19.99
5.94,5.94
7.99,7.99
5.79,5.79
22.99,22.99
9.99,9.99
5.21,5.21
7.99,7.99
7.99,7.99
13.78,13.78
6.99,6.99
5.79,5.79
11.48,11.48
5.79,5.79
12.99,12.99
12.99,12.99
7.99,7.99
12.99,12.99
26.43,26.226
24.13,24.13
3.99,3.99
10.58,10.58
5.99,5.99
9.49,9.49
7.99,7.99
9.76,9.76
12.99,12.99
10.99,10.99
6.99,6.99
11.49,11.49
9.99,9.99
3.99,3.99
12.99,12.99
9.99,9.99
3.99,3.99
7.99,7.99
27.99,27.99
19.99,19.99
7.99,7.99
7.99,7.99
11.49,11.49
17.99,17.99
3.99,3.99
19.53,19.53
10.99,10.99
11.99,11.99
6.99,6.99
7.99,7.99
7.99,7.99
12.99,12.99
19.53,19.53
7.99,7.99
9.99,9.99
7.99,7.99
17.89,17.89
7.49,7.49
12.99,12.99
7.99,7.99
9.99,9.99
6.36,6.36
13.78,13.78
9.49,9.49
7.49,7.49
7.99,7.99
4.49,4.49
7.99,7.99
17.99,17.99
9.99,9.99
7.99,7.99
7.99,7.99
14.99,14.99
6.99,6.99
7.99,7.99
1.52,1.52
9.99,9.99
18.38,18.38
7.99,7.99
7.63,7.63
7.99,7.99
9.99,9.99
8.99,8.99
8.39,8.39
3.99,3.99
12.99,12.99
139.0,139.0
4.98,4.98
7.99,7.99
7.99,7.99
19.77,19.77
7.99,7.99
14.36,14.36
12.99,12.99
7.63,7.63
9.99,9.99
24.5,24.5
3.99,3.99
7.99,7.99
12.99,12.99
3.99,3.99
7.49,7.49
5.99,5.99
13.8,13.8
9.49,9.49
12.56,12.56
9.99,9.99
4.99,4.99
3.99,3.99
7.46,7.46
11.48,11.48
9.49,9.49
6.99,6.99
4.49,4.49
8.72,8.72
2.9,2.9
11.99,11.99
7.99,7.99
19.99,19.879
9.49,9.49
12.99,12.99
12.99,12.99
12.99,12.99
25.28,25.28
17.99,17.99
7.63,7.63
12.99,12.99
15.79,15.79
9.99,9.99
9.99,9.99
11.99,11.99
12.99,12.99
6.99,6.99
12.99,12.99
12.99,12.99
15.49,15.49
19.99,19.99
4.49,4.49
6.99,6.99
7.99,7.99
7.99,7.99
7.99,7.99
12.99,12.99
13.78,13.78
6.99,6.99
6.99,6.99
19.53,19.53
20.68,20.68
14.99,14.99
20.68,20.68
14.99,14.99
19.99,19.879
13.99,13.99
9.99,9.99
7.99,7.99
11.99,11.99
9.99,9.99
9.99,9.99
7.99,7.99
19.99,19.99
9.49,9.49
6.99,6.99
7.99,7.99
3.99,3.99
9.99,9.99
12.99,12.99
3.99,3.99
21.99,21.99
12.99,12.99
4.99,4.99
369.0,369.0
14.99,14.99
11.49,11.49
9.99,9.99
9.99,9.99
3.99,3.99
6.99,6.99
3.99,3.99
6.99,6.99
9.99,9.99
8.0,8.0
25.28,25.28
7.99,7.99
3.99,3.99
6.99,6.99
3.99,3.99
4.49,4.49
6.99,6.99
9.99,9.99
11.48,11.48
11.99,11.99
9.99,9.99
7.99,7.99
22.98,22.98
4.2,4.2
6.99,6.99
7.99,7.99
12.99,12.99
4.49,4.49
19.99,19.99
8.99,8.99
5.79,5.79
169.0,169.0
5.99,5.99
13.78,13.78
19.99,19.99
3.99,3.99
24.5,24.5
7.99,7.99
14.99,14.99
13.99,13.99
9.99,9.99
14.99,14.99
7.49,7.49
14.99,14.99
10.99,10.99
9.99,9.99
17.99,17.99
9.99,9.99
6.99,6.99
12.99,12.99
6.99,6.99
14.99,14.99
19.99,19.99
3.99,3.99
4.49,4.49
9.51,9.51
7.49,7.49
9.49,9.49
21.25,21.25
13.98,13.98
11.99,11.99
6.99,6.99
12.99,12.99
7.99,7.99
269.0,269.0
13.99,13.99
27.99,27.99
15.79,15.79
5.79,5.79
4.49,4.49
33.99,33.819
6.99,6.99
3.99,3.99
17.23,17.23
3.99,3.99
14.99,14.99
24.13,24.13
7.99,7.99
6.39,6.39
14.99,14.99
9.99,9.99
6.99,6.99
7.99,7.99
7.49,7.49
9.49,9.49
4.49,4.49
11.48,11.48
10.99,10.99
9.99,9.99
22.98,22.98
3.99,3.99
5.67,5.67
12.99,12.99
3.99,3.99
9.1,9.1
17.89,17.89
7.46,7.46
6.39,6.39
9.99,9.99
6.99,6.99
12.99,12.99
3.99,3.99
6.99,6.99
24.41,24.41
6.99,6.99
24.41,24.41
10.49,10.49
6.99,6.99
7.99,7.99
29.32,29.32
7.99,7.99
7.99,7.99
10.59,10.59
26.99,26.99
14.36,14.36
24.5,24.5
7.99,7.99
11.48,11.48
10.49,10.49
11.48,11.48
8.99,8.99
12.99,12.99
9.99,9.99
7.99,7.99
26.99,26.99
12.99,12.99
8.99,8.99
3.99,3.99
6.99,6.99
14.99,14.99
9.76,9.76
9.99,9.99
12.99,12.99
9.49,9.49
3.99,3.99
5.79,5.79
12.99,12.99
9.49,9.49
3.99,3.99
9.49,9.49
24.41,24.41
22.99,22.99
4.99,4.99
12.99,12.99
3.99,3.99
12.99,12.99
6.99,6.99
9.99,9.99
4.49,4.49
7.49,7.49
9.99,9.99
10.99,10.99
6.99,6.99
9.99,9.99
4.49,4.49
7.99,7.99
7.99,7.99
8.99,8.99
11.48,11.48
7.99,7.99
13.78,13.78
12.99,12.99
12.99,12.99
7.99,7.99
21.99,21.99
14.99,14.99
12.99,12.99
30.5,30.5
12.99,12.99
3.99,3.99
3.99,3.99
5.79,5.79
8.99,8.99
3.72,3.72
9.49,9.49
6.99,6.99
19.99,19.879
13.99,13.99
12.06,12.06
6.99,6.99
6.99,6.99
6.39,6.39
7.99,7.99
7.99,7.99
12.99,12.99
7.49,7.49
3.99,3.99
7.99,7.99
3.99,3.99
6.99,6.99
12.99,12.99
13.78,13.78
6.99,6.99
6.99,6.99
9.99,9.99
12.99,12.99
15.49,15.49
21.99,21.99
9.99,9.99
6.99,6.99
26.99,26.574
4.49,4.49
3.99,3.99
4.99,4.99
14.99,14.99
11.49,11.49
3.99,3.99
9.99,9.99
12.99,12.99
25.28,25.28
15.29,15.29
9.99,9.99
14.99,14.99
9.99,9.99
12.99,10.503
26.99,26.99
4.49,4.49
9.99,9.99
8.99,8.99
3.23,3.23
7.99,7.99
8.99,8.99
13.99,13.99
7.99,7.99
5.94,5.94
15.79,15.79
13.99,13.99
9.99,9.99
11.49,11.49
11.49,11.49
12.99,12.99
7.99,7.99
13.98,13.98
5.99,5.99
7.49,7.49
11.48,11.48
6.99,6.99
12.99,12.99
16.98,16.98
5.79,5.79
4.49,4.49
3.99,3.99
8.99,8.99
5.99,5.99
13.8,13.8
3.99,3.99
9.99,9.99
6.99,6.99
9.99,9.99
15.49,15.49
7.99,7.99
3.99,3.99
9.49,9.49
3.99,3.99
19.53,19.53
9.49,9.49
9.99,9.99
20.99,20.99
5.94,5.94
3.99,3.99
9.99,9.99
24.5,24.5
6.99,6.99
29.32,29.32
9.99,9.99
4.49,4.49
3.99,3.99
8.99,8.99
20.68,20.68
7.99,7.99
9.99,9.99
17.99,17.99
12.99,12.99
13.8,13.8
5.99,5.99
6.99,6.99
9.99,9.99
11.48,11.48
7.99,7.99
6.49,6.49
6.49,6.49
7.99,7.99
7.63,7.63
3.99,3.99
6.99,6.99
20.68,20.68
2.27,2.27
13.8,13.8
9.99,9.99
6.49,6.49
13.99,13.99
3.99,3.99
11.48,11.48
5.67,5.67
9.49,9.49
2.27,2.27
169.0,169.0
7.99,7.99
9.76,9.76
11.46,11.46
21.25,21.25
7.99,7.99
11.49,11.49
24.41,24.41
12.99,12.99
12.99,12.99
11.48,11.48
11.48,11.48
7.99,7.99
5.79,5.79
12.99,12.99
9.49,9.49
5.99,5.99
9.99,9.99
9.99,9.99
3.99,3.99
9.99,9.99
9.99,9.99
7.99,7.99
9.99,9.99
12.99,12.99
12.99,12.99
17.99,17.99
7.99,7.99
9.49,9.49
10.99,10.99
9.49,9.49
9.99,9.99
11.48,11.48
9.99,9.99
12.99,12.99
9.49,9.49
7.99,7.99
12.99,12.99
7.99,7.99
6.99,6.99
7.99,7.99
11.46,11.46
7.49,7.49
12.56,12.56
12.99,12.99
5.99,5.99
17.99,17.99
9.99,9.99
3.99,3.99
7.99,7.99
19.99,19.99
25.28,25.28
27.99,27.99
5.79,5.79
11.48,11.48
7.99,7.99
9.99,9.99
7.49,7.49
7.99,7.99
11.48,11.48
7.49,7.49
12.99,12.99
9.76,9.76
11.48,11.48
18.38,18.38
4.49,4.49
12.99,12.99
14.99,14.99
9.99,9.99
7.49,7.49
9.99,9.99
18.38,18.38
3.99,3.99
21.99,21.99
12.99,12.99
27.99,27.99
3.99,3.99
10.99,10.99
12.99,12.99
20.99,20.99
13.99,13.99
12.99,12.99
7.99,7.99
21.25,21.25
9.99,9.99
12.99,12.99
24.13,24.13
9.1,9.1
10.49,10.49
3.99,3.99
24.13,24.13
13.78,13.78
5.79,5.79
10.49,10.49
2.9,2.9
9.99,9.99
11.99,11.99
29.32,29.32
5.99,5.99
7.49,7.49
7.99,7.99
3.99,3.99
4.99,4.99
11.99,11.99
11.48,11.48
7.99,7.99
12.99,12.99
5.99,5.99
3.99,3.99
12.99,12.99
12.99,12.99
7.99,7.99
13.78,13.78
5.79,5.79
10.49,10.49
3.72,3.72
3.99,3.99
24.13,24.13
2.9,2.9
4.49,4.49
5.67,5.67
26.99,26.99
11.48,11.48
11.48,11.48
13.78,13.78
20.98,20.98
9.49,9.49
7.63,7.63
3.99,3.99
19.99,19.99
9.99,9.99
12.99,12.99
17.23,17.23
18.99,18.99
21.83,21.716
6.99,6.99
7.99,7.99
9.99,9.99
12.99,12.99
11.48,11.48
14.36,14.36
269.0,269.0
4.99,4.99
6.99,6.99
9.49,9.49
12.99,12.99
6.36,6.36
12.99,12.99
28.99,28.755
12.99,12.99
24.41,24.41
9.76,9.76
18.38,18.38
7.99,7.99
3.99,3.99
12.99,12.99
9.99,9.99
9.49,9.49
3.02,3.02
7.99,7.99
9.99,9.99
9.99,9.99
9.99,9.99
7.99,7.99
269.0,269.0
14.99,14.99
9.99,9.99
4.49,4.49
6.99,6.99
12.99,12.99
7.99,7.99
19.53,19.53
3.02,3.02
12.06,12.06
269.0,269.0
7.99,7.99
3.99,3.99
6.99,6.99
7.19,7.19
17.23,17.23
3.99,3.99
3.99,3.99
7.99,7.99
9.99,9.99
12.99,12.99
9.99,9.99
12.99,12.99
16.98,16.98
7.99,7.99
14.99,14.99
13.8,13.8
3.99,3.99
7.49,7.49
3.99,3.99
11.49,11.49
7.99,10.503
4.49,4.49
10.49,10.49
17.99,17.99
11.48,11.48
7.99,7.99
9.49,9.49
7.99,7.99
4.49,4.49
24.5,24.5
7.99,7.99
6.59,6.59
4.49,4.49
9.49,9.49
5.99,5.99
4.49,4.49
4.49,4.49
12.99,12.99
5.99,5.99
16.99,16.99
17.99,17.99
29.9,29.9
22.99,22.99
10.99,10.99
9.99,9.99
12.99,12.99
4.49,4.49
3.99,3.99
4.49,4.49
7.49,7.49
9.49,9.49
7.99,7.99
10.49,10.49
9.49,9.49
12.99,12.99
3.99,3.99
5.79,5.79
3.99,3.99
9.99,9.99
9.99,9.99
7.99,10.503
12.99,12.99
9.99,9.99
7.99,7.99
9.99,9.99
7.99,7.99
5.67,5.67
11.48,11.48
27.99,27.99
11.99,11.99
15.49,15.49
25.28,25.28
3.99,3.99
3.99,3.99
19.99,19.99
9.49,9.49
7.99,7.99
7.99,7.99
7.99,7.99
30.5,30.5
6.99,6.99
5.99,5.99
7.99,7.99
3.99,3.99
3.99,3.99
6.99,6.99
5.79,5.79
9.99,9.99
4.99,4.99
12.99,12.99
3.99,3.99
3.72,3.72
4.49,4.49
15.49,15.49
7.49,7.49
9.99,9.99
12.99,12.99
14.99,14.99
9.49,9.49
7.49,7.49
11.48,11.48
7.49,7.49
12.99,12.99
3.99,3.99
19.53,21.716
11.48,11.48
7.99,7.99
3.99,3.99
24.13,24.13
7.99,7.99
13.98,13.98
11.46,11.46
17.99,17.99
12.99,12.99
3.99,3.99
12.99,12.99
3.99,3.99
12.99,12.99
6.99,6.99
7.99,7.99
11.49,11.49
3.99,3.99
6.99,6.99
11.48,11.48
9.99,9.99
7.49,7.49
8.99,8.99
25.28,25.28
7.99,7.99
19.53,19.53
12.99,12.99
12.99,12.99
3.99,3.99
6.99,6.99
12.99,12.99
6.99,6.99
3.99,3.99
16.99,16.99
3.02,3.02
9.99,9.99
17.23,17.23
12.24,12.24
6.99,6.99
10.99,10.99
9.99,9.99
11.49,11.49
19.99,19.99
12.99,12.99
9.99,9.99
5.79,5.79
12.99,12.99
19.53,19.53
24.41,24.41
11.48,11.48
14.99,14.99
9.99,9.99
9.99,9.99
4.49,4.49
12.99,12.99
7.99,7.99
20.68,20.68
7.99,7.99
19.99,19.879
7.99,7.99
9.49,9.49
13.8,13.8
24.41,24.41
19.99,19.879
6.99,6.99
14.99,14.99
3.99,3.99
6.59,6.59
13.99,13.99
14.99,14.99
6.99,6.99
12.99,12.99
12.99,12.99
9.99,9.99
11.99,11.99
5.79,5.79
9.99,9.99
24.13,24.13
8.99,8.99
9.99,9.99
12.99,12.99
17.99,17.99
9.99,9.99
6.99,6.99
8.39,8.39
8.03,10.121
29.32,29.32
6.99,6.99
7.99,7.99
12.99,12.99
17.8,17.8
13.78,13.78
7.19,7.19
10.99,10.99
14.99,14.99
13.27,13.27
19.77,19.77
9.99,9.99
5.21,5.21
21.25,21.25
7.99,7.99
7.99,7.99
3.02,3.02
12.99,12.99
5.79,5.79
12.99,12.99
13.99,13.99
12.99,12.99
9.49,9.49
9.99,9.99
4.49,4.49
18.38,18.38
8.99,8.99
6.99,6.99
9.99,9.99
12.99,12.99
12.99,12.99
8.99,8.99
17.99,17.99
9.49,9.49
3.99,3.99
12.99,12.99
12.99,12.99
6.36,6.36
20.99,20.99
6.99,6.99
3.99,3.99
9.99,9.99
3.99,3.99
12.99,12.99
9.99,9.99
9.99,9.99
7.49,7.49
12.99,12.99
7.49,7.49
7.99,7.99
9.76,9.76
7.99,7.99
12.99,12.99
6.59,6.59
3.99,3.99
3.99,3.99
12.99,12.99
12.99,12.99
30.5,30.5
3.99,3.99
11.99,11.99
7.99,7.99
3.99,3.99
3.99,3.99
7.49,7.49
12.99,12.99
9.99,9.99
7.49,7.49
7.99,7.99
7.99,7.99
13.99,13.99
3.78,3.78
7.99,7.99
6.99,6.99
21.25,21.25
19.53,19.53
13.78,13.78
6.99,6.99
14.99,14.99
11.48,11.48
6.99,6.99
9.99,9.99
12.99,12.99
9.99,9.99
7.99,7.99
20.99,20.99
8.99,8.99
7.49,7.49
13.99,13.99
12.99,12.99
5.79,5.79
10.59,10.59
7.99,7.99
12.99,12.99
6.99,6.99
4.99,4.99
4.99,4.99
11.99,11.99
19.53,19.53
9.99,9.99
12.99,12.99
5.99,5.99
7.99,7.99
3.99,3.99
20.68,20.68
7.99,7.99
9.99,9.99
15.99,15.99
12.99,12.99
11.99,11.99
12.99,12.99
13.78,13.78
9.99,9.99
4.49,4.49
12.99,12.99
13.78,13.78
3.99,3.99
12.99,12.99
12.99,12.99
17.23,17.23
9.49,9.49
7.99,7.99
11.48,11.48
7.99,7.99
13.98,13.98
11.99,11.99
11.48,11.48
9.49,9.49
12.99,12.99
6.49,6.49
29.32,29.32
3.99,3.99
9.99,9.99
11.46,11.46
22.99,22.99
3.99,3.99
11.48,11.48
9.99,9.99
6.99,6.99
7.99,7.99
7.99,7.99
8.99,8.99
3.99,3.99
3.99,3.99
12.99,12.99
9.99,9.99
5.99,5.99
12.99,12.99
21.99,21.99
269.0,269.0
5.67,5.67
11.48,11.48
10.58,10.58
6.99,6.99
9.1,9.1
12.99,12.99
9.99,9.99
12.99,12.99
9.99,9.99
9.99,9.99
13.78,13.78
6.99,6.99
3.23,3.23
12.99,12.99
5.99,5.99
7.99,7.99
7.99,7.99
9.99,9.99
12.99,12.99
7.99,7.99
29.32,29.32
7.49,7.49
7.49,7.49
7.99,7.99
12.99,12.99
9.99,9.99
15.49,15.49
9.99,9.99
20.68,20.68
12.06,12.06
13.8,13.8
12.99,12.99
9.99,9.99
9.99,9.99
23.99,23.99
7.99,7.99
7.99,7.99
9.49,9.49
9.99,9.99
9.99,9.99
7.99,7.99
5.99,5.99
4.49,4.49
7.46,7.46
7.99,7.99
13.78,13.78
7.99,7.99
9.99,9.99
6.99,6.99
3.99,3.99
5.94,5.94
7.99,7.99
8.03,10.121
7.99,7.99
6.99,6.99
7.99,7.99
7.99,7.99
4.99,4.99
15.79,15.79
5.79,5.79
12.56,12.56
3.99,3.99
15.49,15.49
3.99,3.99
7.99,7.99
12.99,12.99
7.99,7.99
19.53,19.53
9.99,9.99
9.99,9.99
18.79,18.79
6.36,6.36
3.99,3.99
11.48,11.48
5.79,5.79
1.52,1.52
12.99,12.99
7.99,7.99
9.99,9.99
9.99,9.99
9.99,9.99
7.49,7.49
7.99,7.99
7.49,7.49
4.49,4.49
7.99,7.99
11.48,11.48
369.0,369.0
6.99,6.99
6.39,6.39
11.48,11.48
12.99,12.99
4.49,4.49
5.99,5.99
3.72,3.72
6.99,6.99
14.99,14.99
5.79,5.79
3.99,3.99
3.99,3.99
11.99,11.99
7.49,7.49
3.99,3.99
2.27,2.27
12.99,12.99
9.99,9.99
3.78,3.78
26.99,26.99
139.0,139.0
21.83,21.716
7.99,7.99
9.99,9.99
12.99,12.99
9.99,9.99
24.41,24.41
19.44,19.44
7.99,7.99
3.99,3.99
9.49,9.49
18.99,18.99
19.99,19.99
5.79,5.79
28.99,28.755
3.99,3.99
9.99,9.99
9.99,9.99
9.99,9.99
7.99,7.99
12.99,12.99
9.99,9.99
3.99,3.99
17.23,17.23
7.99,7.99
7.49,7.49
5.99,5.99
12.99,12.99
1.52,1.52
12.99,12.99
7.99,7.99
7.99,7.99
14.99,14.99
13.99,13.99
14.99,14.99
13.78,13.78
139.0,139.0
13.78,13.78
12.99,12.99
6.99,6.99
12.99,12.99
6.99,6.99
4.99,4.99
8.99,8.99
9.99,9.99
7.99,7.99
6.99,6.99
12.56,12.56
11.48,11.48
9.99,9.99
4.99,4.99
13.27,13.27
13.78,13.78
6.99,6.99
7.99,7.99
11.48,11.48
3.99,3.99
19.53,19.53
6.99,6.99
17.89,17.89
9.76,9.76
11.48,10.121
9.99,9.99
15.49,15.49
3.99,3.99
7.49,7.49
10.49,10.49
4.98,4.98
15.79,15.79
12.99,12.99
3.99,3.99
7.99,7.99
6.99,6.99
7.99,7.99
17.99,17.99
12.99,12.99
9.99,9.99
6.99,6.99
9.99,9.99
14.99,14.99
9.49,9.49
17.99,17.99
9.49,9.49
6.99,6.99
7.99,7.99
3.99,3.99
12.99,12.99
7.49,7.49
7.49,7.49
12.99,12.99
9.99,9.99
12.99,12.99
17.99,17.99
10.19,10.19
12.99,12.99
17.99,17.99
9.76,9.76
26.43,26.226
9.49,9.49
12.99,12.99
6.99,6.99
7.19,7.19
7.99,7.99
6.99,6.99
6.99,6.99
11.48,11.48
3.99,3.99
10.99,10.99
3.99,3.99
8.99,8.99
7.99,7.99
9.99,9.99
5.21,5.21
7.99,7.99
7.99,7.99
11.99,11.99
5.79,5.79
5.79,5.79
3.02,3.02
7.99,7.99
17.23,17.23
3.99,3.99
6.99,6.99
12.99,12.99
3.99,3.99
5.99,5.99
4.98,4.98
7.99,7.99
22.98,22.98
11.48,11.48
9.49,9.49
6.89,6.89
7.99,7.99
12.99,12.99
21.83,21.716
6.99,6.99
3.99,3.99
3.99,3.99
14.99,14.99
7.63,7.63
11.48,11.48
7.49,7.49
3.99,3.99
9.99,9.99
5.79,5.79
3.99,3.99
15.49,15.49
10.99,10.99
7.99,7.99
3.99,3.99
4.49,4.49
6.99,6.99
22.99,22.99
7.99,7.99
18.79,18.79
7.99,7.99
6.99,6.99
5.79,5.79
26.43,26.226
7.99,7.99
7.19,7.19
17.99,17.99
169.0,169.0
9.49,9.49
10.49,10.49
16.99,16.99
6.99,6.99
7.63,7.63
10.99,10.99
6.99,6.99
9.99,9.99
14.36,14.36
7.99,7.99
6.49,6.49
10.99,10.99
9.99,9.99
7.99,7.99
12.99,12.99
8.99,8.99
11.49,11.49
9.99,9.99
24.13,24.13
3.72,3.72
11.49,11.49
10.99,10.99
28.99,28.755
12.99,12.99
13.78,13.78
9.99,9.99
7.99,7.99
7.49,7.49
4.09,4.09
2.9,2.9
7.99,7.99
12.99,12.99
10.58,10.58
9.99,9.99
9.99,9.99
11.48,11.48
12.99,12.99
3.99,3.99
5.99,5.99
3.99,3.99
24.13,24.13
9.99,9.99
26.43,26.226
7.99,7.99
14.99,14.99
19.53,19.53
9.99,9.99
3.99,3.99
7.46,7.46
15.79,15.79
9.99,9.99
3.02,3.02
6.99,6.99
7.99,7.99
11.48,11.48
6.99,6.99
6.99,6.99
14.99,14.99
12.99,12.99
3.99,3.99
17.23,17.23
5.21,5.21
6.99,6.99
18.99,18.99
7.99,7.99
8.99,8.99
14.99,14.99
14.99,14.99
7.49,7.49
13.99,13.99
6.99,6.99
5.99,5.99
6.99,6.99
29.32,29.32
15.79,15.79
4.49,4.49
30.5,30.5
8.99,8.99
3.99,3.99
269.0,269.0
7.99,7.99
11.49,11.49
24.13,24.13
7.99,7.99
7.49,7.49
12.06,12.06
12.99,12.99
3.99,3.99
10.49,10.49
15.99,15.99
13.99,13.99
26.99,26.99
21.99,21.99
169.0,169.0
15.99,15.99
5.99,5.99
